Street Nam,Number of,pm_tot,site_id,_Date,season,geometry,stv_mi,stv_ann,class_type,speed_type,swlk_cov,crossing_class,crossing_island,bus_stops,isect_dens,hh,zch,pop_dens,med_inc,job_dens,dist_CBD,Commercial Area,Retail Area,Park Area,swlk_len,sig_int,sig_dens,tstop_dens,walk_comm,holdout,stv_mi_em,swlk_len_em,bus_stops_em,sig_int_em,sig_dens_em,isect_dens_em,hh_em,zch_em,med_inc_em,pop_dens_em,walk_comm_em,job_dens_em,Commercial Area_em,Retail Area_em,Park Area_em,transit_stops_em,stv_mi_qm,swlk_len_qm,bus_stops_qm,sig_int_qm,sig_dens_qm,isect_dens_qm,hh_qm,zch_qm,med_inc_qm,pop_dens_qm,walk_comm_qm,job_dens_qm,Commercial Area_qm,Retail Area_qm,Park Area_qm,transit_stops_qm,stv_mi_hm,swlk_len_hm,bus_stops_hm,sig_int_hm,sig_dens_hm,isect_dens_hm,hh_hm,zch_hm,med_inc_hm,pop_dens_hm,walk_comm_hm,job_dens_hm,Commercial Area_hm,Retail Area_hm,Park Area_hm,transit_stops_hm
SE MILWAUKIE AVE - SE HOLGATE BLVD,4,80,11,03-30-2022,spring,POINT (7650512.853788681 672204.5564195443),200.43077469127053,10582.744903699084,sec-sec,25 mph-30 mph,1,signalized,0,0,887.3949616747566,2.535838405555913,0.03999475526132012,4604.669500525039,103576.3431403341,2087.4820732234666,12301.747085924111,6707.3247588535,0,0,0.07574990287248169,1,887.3970330986189,0,0.13412329929222802,0,1483.8447616974522,1.4114839188869717,3,2,40.74366543152521,366.69298888372685,106.2516577049929,2.4889194619679618,102582.8399913207,4432.662796597939,5.75864921285435,2366.062611038063,143687.22697006058,0,0,3,12368.823327021237,3.8765677272237697,6,9,45.83662361046586,239.3690344102106,394.0466289982827,15.103157718149436,101771.83596913308,4125.007983453706,23.0568876220539,2946.087584194587,179607.49009062775,22469.140448579234,202853.60990947657,6,33317.00175900652,10.469671874773091,15,17,21.645072260497766,160.4281826366305,1476.3902799549433,106.9687117652704,92981.515486668,4094.8034076209447,96.89263838950068,3169.0515048595735,340973.15343655396,22469.140448579234,1346403.7075866484,15
NE 41ST AVE - NE ALAMEDA ST,4,144,12,04-07-2022,spring,POINT (7658818.557411126 692076.5799118485),514.3208732910474,27156.1421097673,res-ter,20 mph-25 mph,0.83,marked,0,0,887.3949616747566,4.233759419249396,0.13256339501867917,8277.30701979413,148813.21261977637,1493.2523213220934,16370.786798414149,0,0,0,0.06255934175608233,0,0,0,0.17897768368559727,0,5907.15696045313,1.4332316007252943,4,0,0,325.94932345220167,181.0379963276328,5.618563462272455,146926.5031872326,8477.428518345643,7.85680581282534,1195.2562164787637,0,0,0,4,18877.57603550057,5.858498824824658,12,2,10.185916357881302,310.6704489153797,711.4364653429672,19.21400653021409,143229.96865216858,8693.65821470462,30.620704472361883,1158.1506146361512,106994.62426441009,10222.7137736028,0,12,52547.23354783414,22.15339898228436,31,2,2.5464790894703255,264.83382530491383,2694.9778703127404,67.28031296782477,139709.14358961556,8522.778796220953,113.2037511969755,1532.4908925565117,198653.4557641765,21821.429891712123,215389.96494950252,31
NE ALAMEDA ST - NE FREMONT ST,4,279,13,04-07-2022,spring,POINT (7657784.207388474 693150.6742648354),699.6431777676489,36941.15978613186,res-sec,20 mph-25 mph,1,marked,0,2,887.3949616747566,3.9745166713636664,0,8401.452664243903,115595.6196483333,843.2668793654693,16137.398047486517,0,0,0,0.07566924012997084,0,0,1774.7940661972375,0.12468656731520096,0,7240.320279776184,1.5958980600150725,4,0,0,387.06482159948945,175.13932667876838,0,114193.62931797645,8435.307854143512,5.45294641110441,891.4360258169488,0,0,0,4,17649.145186445916,5.6731514663814915,13,2,10.185916357881302,285.2056580206765,714.6919775833449,0.9569258013153924,113132.6135630778,8521.03133457446,22.089048181601036,994.9151951199412,13384.129269561055,0,0,13,63090.385066632705,21.69105411426311,39,3,3.819718634205488,249.55495076809189,2765.4810203828056,32.522202197007694,138158.4537629879,8692.267173451473,98.75729966477276,1118.9354431704476,198605.9316048979,21821.429891712123,625739.4604848155,39
SE 82ND AVE - SE CLATSOP ST,4,13,14,04-18-2022,spring,POINT (7668726.898874525 661219.8593757321),3.211455225580899,169.56483591067146,pri-res,20 mph-30 mph,0.5,unmarked,0,2,887.3949616747566,2.339927988000149,0.2010142676930936,5673.469199534639,66681.93432506663,2507.179468242085,32358.70978285277,0,2900.7438757328,0,0.03783934695588532,0,0,1774.7940661972375,0.1035441609388662,0,29.47174299855388,0.3162230391500578,4,0,0,183.34649444186343,100.8030093016461,8.637382044599118,67136.79699652463,5612.569221433063,4.467528977783999,2545.0879172215714,0,147164.49238074306,0,4,729.1992967352165,1.2961513077312063,8,0,0,112.04507993669432,402.09825277844254,34.52683935968002,67254.96153400175,5600.773150324947,18.19924606354487,2549.1793114503353,0,719988.0923790389,0,8,2623.104403631225,3.853645773812393,16,8,10.185916357881302,143.8760685550734,1637.0669216663557,136.9257988268522,66867.48060172214,5681.517591496916,76.50576694713564,2296.3900736550986,156544.6578863072,2567324.4511667807,475920.640127312,16
SE 82ND AVE - SE TOLMAN ST,4,46,15,04-19-2022,spring,POINT (7668879.551559852 667098.7389370082),5.969410906448677,315.18489586049014,pri-res,20 mph-30 mph,1,unmarked,0,2,887.3949616747566,4.048365164680556,0.20215975334110675,9904.24135553578,51407.13030129768,760.8192596340208,28817.467653576532,0,9506.980514084697,0,0.07573236475546857,0,0,1774.7940661972375,0.158965510903637,0,80.05806589580865,1.1822741772054763,3,1,20.371832715762604,183.34649444186343,176.59087964105095,8.902505691425066,52109.99273505637,9926.39420317494,6.991270321991023,757.7591612254944,0,172386.1149537973,0,3,708.4980818860031,5.358827047664492,12,2,10.185916357881302,280.1126998417358,720.9064022255292,46.724843753081906,66989.6873810031,9926.475900672513,31.40401190295396,1106.6911948114837,57568.19759700968,270478.9852831972,0,12,3905.7588013599593,18.33740891790957,35,6,7.639437268410976,277.56622075226545,2765.7197109429817,198.9125316981473,78395.48233378971,9280.563635100916,118.59281474107222,1310.8259591624426,386641.373561298,1311072.6733747078,544505.0048998874,35
NE 57TH AVE - NE STANTON ST,4,22,16,04-20-2022,spring,POINT (7662956.677240785 691343.658870015),74.74735181533788,3946.66017584984,res-sec,20 mph-25 mph,1,unmarked,0,0,887.3949616747566,3.9049165818883464,0.04750593986650997,9050.57817368674,122907.105934325,1553.6396825462414,19678.78315336062,0,0,0,0.07568106022226179,0,0,0,0.07627036516528087,0,2957.385863559675,1.6549133879818076,7,1,20.371832715762604,264.83382530491383,169.54069150524907,2.1238250889617007,122473.76859994818,9034.416361999183,3.3223371066060245,1568.5276593790045,2471.41739691791,16273.5658973076,0,7,9200.712198635278,5.887635464059438,10,3,15.278874536821952,239.3690344102106,676.9505343511914,8.61373769541981,122236.99722954004,9025.61889251175,13.28934842642604,1576.7568395317942,20106.9354626895,60089.212029993025,0,10,34495.535672004095,20.85153674341099,33,9,11.459155902616464,243.18875304441607,2604.3694851841956,103.7062661365024,124783.42560849506,8270.890532550859,79.6299986858306,1472.394726301704,66895.96897991204,315259.07426426496,244167.5887260623,33
SE 82ND AVE - SE RAMONA ST,4,31,17,04-20-2022,spring,POINT (7668923.614324498 668187.7267878266),3.5344288018199506,186.61784073609337,pri-res,20 mph-30 mph,0.75,unmarked,0,2,887.3949616747566,4.3599848272755,0.3910542287045611,9965.017719354377,94285.97881120024,2940.9844204403093,28260.41804900663,8864.38476780133,4058.444839434229,0,0.05668321574150024,0,0,1774.7940661972375,0.15988781698073798,0,121.37054772040342,1.3465032568626536,4,1,20.371832715762604,264.83382530491383,187.8322607456321,16.03530003264519,88739.16159737339,9959.656599086144,7.000590328855599,2703.9647442259256,118840.01017754812,149533.70333237096,0,4,813.9776892717622,5.3881434444766585,18,2,10.185916357881302,285.2056580206765,719.8801340310998,51.88998665414417,81152.45918790236,9529.863469334245,21.77909605160864,2348.743339824128,152226.61504459032,827821.2278834691,32502.739540573213,18,4451.502034019758,20.142431143644224,42,7,8.91267681314614,276.2929812075303,2766.2121428494447,163.80766711966953,86805.30426916872,9205.889253878067,77.43057401062028,1533.9222608711175,411928.2689691694,1725665.508524059,630777.0761494122,42
NE 82ND AVE - NE DAVIS ST,3,27,18,04-25-2022,spring,POINT (7669317.753629022 684208.114928351),20.81739225257203,1099.1583109358037,pri-res,20 mph-30 mph,0.99,signalized,0,2,887.3949616747566,2.8822622067060837,0.1538897152264833,6322.795715029979,111364.51843794556,2697.473954271969,24332.99085173897,0,9318.758246362551,0,0.05649208727409827,1,887.3970330986189,1774.7940661972375,0.10418010155130634,0,305.5848402824657,1.1331308647179703,5,1,20.371832715762604,203.71832715762605,125.59474394249804,6.728263493944234,111410.6767833553,6327.246600577395,4.548542609471158,2671.8863405440743,33259.06716415143,205544.880012696,0,5,2101.4262559266463,4.8463695743052915,17,3,15.278874536821952,183.34649444186343,596.0067592527602,39.937594941187186,93882.92986272468,6977.783909635725,18.351551230877178,2366.7650915390386,33259.06716415143,403612.6375448039,255481.64181810504,17,9206.544712308538,17.84446156529337,48,8,10.185916357881302,266.107064849649,2735.9827677547023,197.939606122533,86782.24571205497,7911.76294824623,73.93632288109924,1910.643430246034,275821.44176609657,547717.5524471375,411343.3645630738,48
SE 82ND AVE - SE RAYMOND ST,4,75,19,04-25-2022,spring,POINT (7669006.089618878 670353.3875842832),13.678584847340469,722.2292799395767,pri-res,20 mph-30 mph,0.75,signalized,0,1,887.3949616747566,3.594802270845345,0.34205220512323903,8138.369146322586,89565.2684407462,1942.0592670210751,27243.476178120374,0,12774.239307123553,0,0.05694830202366113,1,887.3970330986189,887.3970330986189,0.0218654505074894,0,118.30488023441322,1.1103549035785176,5,1,20.371832715762604,224.09015987338864,156.58518261301566,14.870045383638978,89587.18810967858,8139.16511253853,0.9509130290195982,1954.849971910587,28207.01698613247,584135.4600125469,0,5,496.1980000210778,4.396458468477485,8,1,5.092958178940651,218.997201694448,628.1528362628403,58.94510108087705,89808.37914683048,8146.638452726765,3.8063442343818767,1991.925031907564,28316.488579473575,1321690.921875317,0,8,5099.089325650961,17.04912904153022,45,9,11.459155902616464,231.7295971417996,2464.962981056109,221.25159908912113,90321.50031572356,7780.727465718205,44.228155604871795,2143.3155248013773,321535.3755935436,3283463.2637458723,1646828.2451437816,45
NE 82ND AVE - MCDANIEL HIGH D-W,3,83,20,04-26-2022,spring,POINT (7669514.327442543 690761.9792394347),105.98754638966768,5596.142449374453,pri-pri,30 mph-30 mph,0.65,signalized,0,0,887.3949616747566,2.277580013361161,0.19494778225871495,4870.303992079424,101413.70060362088,814.4485181684981,25627.809688086665,0,0,2863.844126576367,0.03702353995619147,1,887.3970330986189,0,0.16797440545247774,0,789.4394569168745,0.2497101475789061,3,1,20.371832715762604,20.371832715762604,103.48022928559772,10.297850339404768,100066.57515586037,4997.1146788490705,7.16925372011747,821.2668076035311,5657.16068394762,0,304203.01310179627,3,2977.144526977414,2.2367184207429167,7,2,10.185916357881302,106.95212175775367,465.77430126511854,48.16016015805684,89335.88362880643,5666.3297468914925,28.63114886086354,910.850288670962,5657.16068394762,110015.70034436506,632113.8754516232,7,10835.124974860244,12.07146873074793,31,4,5.092958178940651,164.247901270836,1915.7623223196572,153.02155712981727,83215.05770048781,5880.96737938623,114.42404827425403,1098.0032346535702,81886.61716336923,275252.1673666387,647285.8075948985,31
SE 82ND AVE - SE COOPER ST,4,26,21,04-26-2022,spring,POINT (7668834.327011705 665595.1247213383),3.599645144711703,190.0612636407779,pri-res,20 mph-30 mph,0.5,unmarked,0,1,887.3949616747566,3.46839133451471,0.4252596228661652,7901.927743110396,67717.79572957935,778.3456938405228,29647.87847828488,0,7864.727086337496,0,0.0378447152070601,0,0,887.3970330986189,0.2603445492691863,0,55.27421930922298,0.979760789282072,3,0,0,264.83382530491383,160.89842852702265,17.62945292429013,74507.45421068773,8539.435559510732,11.371021511116894,688.5050285730628,0,129171.52007691676,0,3,486.03305140227127,3.665253322315015,9,1,5.092958178940651,254.64790894703253,653.9097620989073,65.99745777162194,72340.13862778404,8744.88087194168,43.4220196336326,667.5556457458517,0,301804.41119678627,0,9,3134.910248640214,13.601831311401536,27,3,3.819718634205488,224.09015987338864,2581.9036293895983,242.0263663800568,66423.00119147544,8810.867700675046,159.42601020860332,888.5280668725408,77376.636218193,644164.4461684094,366075.39842807385,27
NE 82ND AVE - NE SISKIYOU ST,4,112,22,04-27-2022,spring,POINT (7669562.6915953085 691469.766219068),75.27399100575903,3974.466725104077,pri-res,20 mph-30 mph,1,signalized,0,1,887.3949616747566,3.2961195061582824,0.4128023246145234,6704.890896640913,87056.87752355832,954.173226386684,25888.81526799008,0,5120.6316426285775,2617.3382665286185,0.07567716338177093,1,887.3970330986189,887.3970330986189,0.16408515274257598,0,742.6593089502975,0.845277985150568,4,1,20.371832715762604,101.85916357881302,141.51737746876836,17.6257016735644,87572.85726613073,6614.772380147564,7.143147114368344,951.529292534396,0,118062.26323180144,300460.74315167754,4,2507.235563395658,3.3821568845102807,9,2,10.185916357881302,127.32395447351628,567.1206095039054,59.536728682530835,89351.04673402473,6624.034046335221,28.5716113131309,1118.1319463404325,5657.16068394762,256155.88150860928,632113.8754516232,9,9720.008778007905,12.672802638023398,36,4,5.092958178940651,170.6140989945118,2066.282854159722,165.86555706734447,82548.84355849655,6219.180458658145,113.2499985313756,1186.943725028248,81886.61716336923,275252.1673666387,632113.8754516232,36
SE 82ND AVE - SE MITCHELL ST,4,43,23,04-27-2022,spring,POINT (7668981.159445041 669856.7449711942),5.341043240719304,282.00708310997925,pri-res,20 mph-30 mph,0.77,unmarked,1,0,887.3949616747566,3.5955362596308857,0.34700989760543394,8132.728841681637,89406.18206479697,1914.730810008216,27459.696746442005,0,13626.953445676456,0,0.05805916938420661,0,0,0,0.02212309455766757,1,84.41118595266657,0.9630607758430636,4,1,20.371832715762604,224.09015987338864,156.60047377415907,14.973328807223306,89511.09123059924,8136.467579672282,0.9562805179600892,1950.7065047081023,28316.488579473575,768034.2283026834,0,4,627.4498349707774,4.754059072000501,16,2,10.185916357881302,295.3915743785578,647.3138020512613,55.700187681848035,91551.5307406718,8294.145739627775,5.092016596313072,2295.4263807138523,108776.54078945894,1450519.8546610165,0,16,5325.586553229128,17.92041326943501,45,8,10.185916357881302,240.64227395494575,2548.934647394075,190.517902251688,91608.04810521918,8163.849466147806,43.32469718895944,1982.9592727137308,394662.1532621113,2715026.6704977984,1578501.197874726,45
NE 82ND AVE - NE HOLLADAY ST,4,30,24,04-28-2022,spring,POINT (7669374.533672608 686246.9769729),24.98711355632345,1319.319595773878,pri-res,20 mph-30 mph,1,unmarked,0,0,887.3949616747566,4.789318599179243,0.5464938016297627,8837.340718346439,67289.43163900684,1322.9906427649837,24552.531158725713,0,0,0,0.07568121372136845,0,0,0,0.10896415541630948,0,375.8129079341998,1.194777092671797,4,1,20.371832715762604,183.34649444186343,204.2262451388273,23.003732368672715,67774.90033344647,8788.118772827946,4.750309467288231,1388.4393195154942,0,0,85136.73547305347,4,1566.8060596731464,4.00059868210153,11,2,10.185916357881302,208.8112853365667,752.5083034948183,80.09410700628467,69724.1748814692,8545.84207379685,18.904711201293733,1604.5920323860323,0,38391.33988245533,390429.420056442,11,7368.142338401111,14.00078831792742,39,9,11.459155902616464,255.92114849176772,2450.269049321419,211.6880795052874,79174.89221358752,7380.253431514087,78.04886381602952,1804.9610768397056,114524.33182626434,234620.23633272116,411343.3645630738,39
